age,gender,height_cm,weight_kg,activity_type,duration_minutes,intensity,calories_burned,avg_heart_rate,hours_sleep,stress_level,daily_steps,hydration_level,bmi,fitness_level
45,F,147.6,85.8,Walking,78,Medium,8.5,132,6.7,5,4697,2.2,20.7,13.1
47,M,181.5,142.7,Yoga,110,Low,13.1,113,7.3,1,6194,2.4,29.7,14.57
64,M,168.8,67.0,Yoga,71,Low,3.9,97,7.8,6,11355,3.1,19.4,3.83
19,M,168.9,107.1,Cycling,71,Low,17.9,130,6.9,7,8720,2.9,28.2,8.36
35,M,172.8,110.3,Basketball,37,Low,9.0,118,7.7,3,8974,2.6,22.4,14.28
57,M,179.9,86.6,Tennis,114,Medium,24.0,118,8.3,4,10791,1.5,21.5,4.94
24,F,154.0,94.7,Basketball,109,Low,22.9,124,5.3,1,3655,2.6,22.1,13.25
22,F,158.6,92.5,Weight Training,83,Low,12.8,125,6.7,10,7475,2.5,18.7,14.53
21,M,182.8,103.8,Yoga,57,Medium,5.9,153,7.2,1,8199,2.2,20.5,11.09
42,M,167.2,121.7,Swimming,56,Medium,15.9,136,6.5,3,4924,1.6,25.0,16.3
40,F,156.7,101.2,Cycling,34,Low,8.1,120,7.6,9,8028,1.8,24.6,12.18
61,F,161.9,84.8,Basketball,24,Medium,5.4,120,6.1,5,7938,3.0,17.2,12.98
27,M,176.5,90.9,Weight Training,117,Low,17.7,125,6.1,1,10917,3.5,27.4,1.84
63,F,162.5,84.5,Cycling,33,Medium,7.9,105,7.7,6,9448,2.2,19.4,10.73
26,M,167.5,100.1,HIIT,41,Low,13.7,123,7.2,6,12865,3.4,26.7,8.43
56,M,176.4,125.0,Walking,65,High,12.0,138,8.7,5,7440,3.3,31.3,8.99
42,M,184.6,116.4,Dancing,47,Medium,10.0,141,8.8,5,9873,2.2,27.1,7.6
50,F,162.5,83.4,Dancing,44,Low,5.6,118,7.7,3,9341,2.8,21.9,7.44
28,M,173.3,81.4,Walking,97,Medium,10.0,141,7.1,3,9887,2.2,19.7,7.21
23,M,164.3,74.4,Swimming,103,Low,14.9,129,7.9,10,8857,1.8,24.9,2.4
25,F,161.5,82.3,Tennis,75,Medium,15.0,154,8.5,9,9651,2.8,21.6,8.4
51,F,157.0,82.4,Basketball,90,Medium,19.7,132,7.8,3,14031,3.3,25.3,6.37
63,F,158.0,102.2,Dancing,24,High,5.2,137,6.4,6,7017,3.5,24.2,13.56
61,M,186.2,106.2,Basketball,26,Medium,7.3,127,7.8,3,8807,2.6,20.1,11.56
56,M,170.1,103.3,Cycling,92,High,31.3,133,7.1,7,8423,1.9,28.5,6.41
62,M,171.3,89.0,Tennis,56,Medium,12.1,115,5.2,4,8464,3.0,21.4,7.85
36,F,168.3,109.8,Basketball,46,Low,11.2,116,6.3,4,7427,3.4,22.6,14.33
56,F,162.6,55.7,Weight Training,83,Low,7.7,108,9.0,1,10595,3.0,20.9,0.18
33,F,166.0,125.1,Yoga,102,Low,10.6,128,9.0,9,6698,3.1,24.8,17.87
46,F,165.3,105.5,Swimming,99,Medium,24.3,134,7.4,3,6734,2.7,22.6,14.68
30,M,179.9,123.0,Cycling,25,Medium,8.7,132,6.6,7,10794,3.1,34.3,3.74
29,F,166.5,79.4,Weight Training,33,Low,4.4,126,7.9,3,6155,2.1,16.2,10.5
18,M,180.4,76.0,Swimming,49,Medium,8.7,130,7.8,9,10517,2.0,22.7,0.61
36,F,160.5,80.0,Basketball,80,Low,14.2,127,9.2,1,9663,2.9,20.2,8.68
44,F,166.3,91.1,Swimming,31,Medium,6.6,129,8.5,3,10375,2.4,19.7,12.08
57,M,183.3,123.5,Tennis,26,High,9.1,138,8.8,5,5981,2.1,22.2,15.51
40,F,168.6,89.1,Cycling,66,Low,13.8,121,7.5,9,10484,2.2,24.4,6.57
24,M,167.7,96.8,Walking,62,Medium,7.6,147,6.5,1,7557,2.4,23.8,9.7
40,F,158.0,65.2,Dancing,44,Low,4.4,115,7.6,1,11840,1.7,23.3,2.06
52,Other,161.8,93.5,Dancing,85,Low,12.1,116,6.9,2,5376,3.0,17.9,14.98
63,M,180.8,87.9,HIIT,31,Low,9.1,96,7.0,2,9507,2.1,23.9,3.24
20,F,166.2,110.7,HIIT,22,Low,8.1,124,7.1,7,8089,3.1,21.8,15.58
37,M,182.1,102.1,Running,84,Medium,27.9,142,6.4,2,7528,2.3,17.8,13.57
18,M,172.3,95.3,Weight Training,45,Low,7.1,126,6.0,5,10011,3.4,22.7,8.69
44,M,174.9,121.5,Dancing,70,Low,13.0,111,8.3,2,7980,2.9,30.5,9.28
52,M,186.8,116.6,Weight Training,49,High,13.3,154,6.1,5,9437,1.9,30.7,3.0
46,M,178.4,129.9,Cycling,95,Medium,34.9,132,6.8,9,7649,2.7,27.7,13.34
61,M,174.9,98.6,HIIT,20,High,9.2,145,5.4,10,10340,3.1,20.8,10.34
31,F,168.6,63.3,Basketball,47,Low,6.6,119,7.1,6,11182,2.5,18.3,3.43
51,M,158.9,66.6,Basketball,91,High,18.8,139,5.8,2,9619,3.2,25.7,0.6
28,F,158.8,66.2,Cycling,97,Medium,18.1,137,8.2,9,10773,3.0,18.7,6.05
30,F,158.8,108.0,Weight Training,22,Medium,4.7,139,6.4,8,7868,2.3,22.3,16.71
44,F,159.1,96.9,Cycling,68,Medium,18.6,127,6.4,7,7362,2.5,17.8,16.44
51,F,162.5,82.9,Yoga,102,High,9.8,146,7.0,9,8717,1.9,19.9,9.6
57,M,179.9,121.2,HIIT,55,Medium,26.6,125,8.6,6,6776,2.6,23.8,14.9
41,M,177.1,115.2,Dancing,61,Medium,12.9,123,6.2,7,9004,3.2,20.3,15.86
56,M,167.0,98.2,HIIT,96,High,43.9,152,6.1,4,8878,2.9,27.3,6.47
62,M,178.8,116.9,Cycling,94,High,36.2,123,5.8,2,9693,1.7,19.2,17.86
57,M,171.0,84.3,Tennis,78,Medium,16.0,133,7.1,1,9935,2.6,24.4,3.99
38,M,177.3,131.4,Swimming,35,Medium,10.7,132,7.1,10,8812,3.4,22.3,20.04
38,M,168.7,92.7,Basketball,52,Low,10.7,117,7.1,1,9098,2.2,20.3,11.02
62,F,168.4,81.9,Cycling,32,High,8.6,148,7.0,7,9322,3.3,18.7,9.31
59,F,165.8,117.0,Swimming,111,High,35.3,126,7.0,4,10608,1.6,21.9,18.61
57,F,168.6,104.9,Dancing,102,High,22.8,150,6.1,4,6040,3.5,23.2,12.36
52,M,175.0,60.1,Basketball,110,Medium,17.6,131,6.9,5,5510,3.4,18.7,0.72
34,F,157.5,80.7,Swimming,35,Medium,6.6,149,6.1,7,5434,2.9,18.1,11.66
61,F,158.9,84.9,Dancing,93,Low,12.0,110,6.8,10,7015,3.3,18.5,12.56
24,M,176.0,102.2,HIIT,73,Medium,29.8,135,6.0,5,10368,2.2,23.6,9.82
20,F,171.6,91.5,Walking,47,Low,4.5,140,6.3,6,10182,3.2,25.6,4.92
61,Other,160.7,82.8,Dancing,56,Medium,8.5,117,7.5,4,9443,3.2,26.8,4.59
41,M,177.9,107.8,Tennis,97,High,29.6,157,7.9,8,5761,1.5,20.1,14.2
25,F,162.7,82.1,HIIT,46,High,17.6,165,6.9,5,6193,2.1,19.7,9.63
42,M,178.0,116.0,Cycling,59,Medium,19.4,122,6.3,1,8528,2.2,28.8,7.28
40,M,177.7,93.8,Walking,20,Medium,2.4,141,7.5,5,6976,2.8,25.6,4.12
43,M,173.3,123.8,Yoga,63,Low,6.5,112,7.0,1,9113,1.7,23.8,17.1
56,F,158.1,58.4,Running,30,Medium,5.7,115,6.7,5,9952,1.8,22.9,0.35
28,M,182.4,114.5,Cycling,119,Medium,38.5,131,7.6,5,9273,3.3,19.5,16.86
55,F,162.9,69.3,Dancing,35,Medium,4.4,115,7.2,2,8043,2.8,24.7,1.29
33,M,167.6,117.7,Yoga,82,Low,8.0,122,7.9,1,5549,3.2,21.5,18.46
41,M,169.8,106.9,Dancing,106,Low,17.3,114,6.7,5,7931,2.0,21.0,14.34
46,F,158.1,83.0,Yoga,82,Low,5.7,110,7.0,6,11681,1.5,22.7,9.23
21,F,165.3,75.3,Running,106,High,30.3,165,7.4,8,8660,1.5,19.7,6.76
41,M,179.7,106.8,Cycling,34,Medium,10.3,130,8.3,10,8351,3.2,19.8,13.39
29,F,158.4,64.6,HIIT,23,High,6.9,146,6.0,5,9708,2.0,19.6,4.89
35,M,169.7,114.8,HIIT,68,Medium,31.2,144,5.8,3,6744,1.9,27.5,11.77
37,F,172.8,60.6,Basketball,90,Low,12.1,125,6.4,2,8990,2.1,16.8,3.01
31,M,174.5,116.4,Weight Training,28,Medium,6.5,126,6.8,6,7335,2.4,23.1,15.33
20,F,162.8,80.3,HIIT,23,Low,6.1,136,6.9,6,9109,3.3,17.7,9.46
52,M,164.2,95.9,Swimming,68,Medium,15.2,129,6.7,7,11738,2.2,29.0,6.75
58,F,158.9,97.1,Basketball,40,Medium,10.3,114,8.0,6,8265,2.9,20.8,13.43
56,F,162.2,63.6,Weight Training,40,High,5.9,151,8.2,4,9731,1.7,17.1,6.39
22,F,160.5,70.1,Walking,102,Medium,9.0,137,7.3,2,11119,2.8,21.2,5.13
63,F,169.5,76.0,Running,114,Medium,28.2,119,7.5,10,9335,2.8,25.1,1.17
20,F,154.6,58.9,Yoga,43,Medium,2.5,148,9.0,6,10470,3.2,22.4,1.67
42,F,173.2,101.0,Basketball,23,Medium,6.2,133,6.2,10,6766,2.6,18.7,14.24
54,M,172.3,122.8,Cycling,115,Low,33.3,103,8.3,9,5566,2.9,27.1,13.16
18,F,165.4,92.8,Yoga,77,Medium,7.1,158,6.2,2,4621,2.6,18.8,13.09
21,M,173.5,99.3,Running,22,Medium,7.1,153,6.9,7,13459,3.3,25.4,7.38
43,F,150.9,97.7,HIIT,107,Medium,41.7,137,6.6,8,6272,2.6,19.8,16.52
60,M,166.4,62.2,Running,73,Medium,14.8,117,6.7,3,8670,3.5,18.9,2.92
46,F,162.6,90.2,Basketball,66,Medium,15.8,146,8.9,10,4131,2.4,17.0,14.23
41,F,158.9,45.3,Cycling,94,Medium,12.0,131,7.0,8,7041,2.1,17.8,0.11
29,M,178.8,112.7,HIIT,24,High,12.6,149,4.9,2,8519,2.2,26.7,8.51
31,F,168.6,61.2,Yoga,97,Medium,5.9,153,9.5,7,9655,1.8,18.3,2.8
58,F,160.0,72.0,Basketball,117,Low,18.7,103,6.1,2,12265,1.6,21.0,6.16
27,F,164.7,74.6,Dancing,66,High,10.5,149,8.5,2,9046,2.0,27.3,0.14
22,M,175.8,83.1,Swimming,88,High,19.8,165,7.1,2,10063,3.0,23.5,3.51
36,M,178.2,111.4,Basketball,34,Medium,10.1,138,6.2,8,8919,2.2,23.8,11.56
53,F,168.2,78.4,Walking,75,Medium,7.4,126,7.1,8,8301,3.2,26.2,1.18
55,M,177.5,94.6,Swimming,92,Medium,20.3,107,8.1,3,7901,3.2,26.4,3.64
38,M,169.4,68.2,Running,91,High,23.6,157,5.6,1,11526,2.8,22.3,1.49
29,F,165.9,100.6,Running,100,Low,27.3,125,6.6,2,7086,3.4,22.2,12.54
62,M,175.3,71.2,Tennis,97,High,19.5,133,8.2,4,8974,3.0,16.3,6.5
28,M,165.4,61.6,Dancing,85,High,11.2,173,7.3,7,9147,3.1,18.3,3.8
52,M,177.8,142.2,Swimming,101,Medium,33.4,131,8.4,3,8483,3.5,26.9,19.27
45,F,147.6,58.7,Swimming,79,Low,9.0,115,8.1,1,11440,1.9,20.7,4.55
42,F,162.9,67.5,Running,39,Medium,8.6,121,7.8,10,9869,3.1,22.0,2.85
22,F,158.6,101.2,Dancing,24,High,5.2,162,8.1,3,7047,3.2,18.7,17.34
58,M,169.4,104.7,Tennis,85,Low,18.0,101,6.1,3,9605,1.6,17.4,17.28
20,M,165.5,112.6,HIIT,85,High,44.5,158,6.2,2,6743,3.3,24.2,15.45
43,F,162.1,75.8,Cycling,35,Medium,7.5,134,5.2,2,11333,1.6,23.5,4.11
22,M,173.5,73.1,Weight Training,112,Low,13.6,131,6.5,2,11085,2.8,21.2,3.33
38,F,167.3,65.9,Yoga,42,Low,2.3,116,7.7,9,8199,3.0,22.4,1.05
55,M,169.8,134.8,Running,66,Medium,29.0,132,4.8,9,8082,1.8,30.2,15.81
40,F,160.4,100.6,HIIT,67,Low,22.4,111,9.3,1,6577,1.7,22.1,14.08
48,M,178.3,81.9,Weight Training,100,Medium,16.3,144,7.5,9,9861,3.2,20.7,5.07
25,F,156.7,87.7,Running,88,Medium,25.1,156,7.5,1,8588,3.1,26.1,8.37
58,F,163.6,110.7,Dancing,76,Medium,15.4,133,5.9,9,7504,3.5,22.2,17.32
41,M,181.6,118.4,Yoga,73,Medium,8.6,136,6.7,7,8907,2.6,22.7,13.96
34,F,165.3,89.4,Tennis,53,Low,9.6,110,7.5,10,7171,2.5,18.7,12.37
60,F,159.4,86.4,Weight Training,64,Low,9.2,101,6.3,6,7430,3.3,23.4,8.45
63,F,157.7,54.1,Cycling,83,Medium,12.7,107,7.2,10,6787,3.0,20.1,1.37
26,F,158.5,72.0,Tennis,43,Low,6.3,125,5.8,7,8712,1.6,18.3,7.93
26,M,169.7,92.2,Cycling,120,Medium,31.3,155,8.3,8,9392,1.6,20.2,10.84
47,F,160.3,105.5,Walking,62,Low,6.9,110,8.4,5,7927,2.7,20.1,16.99
23,M,159.7,87.8,HIIT,72,Medium,25.2,155,6.3,3,7986,1.9,24.1,9.02
33,F,156.6,63.4,Dancing,118,Low,11.4,125,5.4,8,8504,1.8,18.3,6.02
34,F,151.7,52.0,Swimming,21,Low,2.1,118,8.2,9,8371,1.6,19.6,2.25
21,M,178.4,151.3,Weight Training,39,Medium,11.8,144,6.1,6,7337,2.0,30.8,16.53
61,M,168.5,83.2,Weight Training,104,High,20.1,130,5.5,6,9171,1.6,25.8,3.03
36,F,160.7,94.1,Running,44,Low,11.2,120,6.9,2,7717,3.3,17.4,15.65
36,F,163.5,66.0,Cycling,26,Low,4.0,121,6.3,10,12605,1.9,16.9,6.18
64,F,163.8,122.1,Dancing,59,Medium,13.2,127,6.6,3,7148,2.6,24.6,17.89
23,M,173.1,116.1,Yoga,99,Medium,11.5,140,5.5,2,6093,3.3,22.9,15.42
28,F,172.3,82.5,HIIT,111,Medium,36.5,135,10.0,7,9475,1.8,20.5,6.64
43,M,173.3,76.4,Yoga,51,Medium,3.9,121,6.9,3,8950,2.1,23.8,1.57
34,F,160.2,93.5,Running,70,Medium,21.3,138,7.4,7,7062,2.8,18.3,14.23
56,M,178.7,125.2,Running,32,Medium,13.1,137,6.8,8,8968,3.4,19.8,19.91
39,Other,170.9,133.5,Swimming,98,Low,25.4,118,7.8,7,5215,2.0,28.7,16.39
35,F,155.4,60.6,Tennis,21,Low,2.6,125,7.8,4,7792,1.6,23.4,1.07
33,M,164.1,118.6,Tennis,119,Medium,34.3,136,6.8,1,4378,1.8,23.1,18.33
61,F,158.6,113.6,HIIT,45,Medium,20.4,133,8.0,9,9609,3.1,24.5,16.89
23,F,164.9,72.1,Dancing,106,High,16.3,175,6.6,5,8639,3.5,19.9,6.02
40,F,166.3,94.8,Basketball,90,Medium,22.7,131,6.8,7,8066,2.8,22.3,10.83
19,F,149.5,86.1,Running,116,Low,27.1,123,4.2,5,5649,3.1,20.1,14.22
32,M,176.0,90.8,Walking,38,Low,3.6,123,6.4,1,13722,3.5,22.3,6.91
18,F,165.6,91.3,Basketball,25,Low,5.1,130,7.0,1,5966,2.3,21.4,10.59
55,F,171.2,87.8,HIIT,88,Medium,30.8,128,6.4,9,9517,1.7,28.6,1.29
45,F,169.2,81.0,HIIT,120,Medium,38.8,127,7.9,1,9975,2.3,18.8,8.8
45,M,176.7,158.7,Yoga,96,Low,12.7,117,8.1,4,9124,3.3,36.2,13.71
56,F,161.4,101.7,Tennis,88,Medium,21.7,111,8.0,5,6704,2.9,21.0,15.25
20,M,175.6,100.2,HIIT,22,Low,7.3,135,5.7,3,11774,2.7,22.6,9.87
55,F,158.5,55.9,Basketball,116,Low,14.3,105,7.1,8,11805,2.4,17.9,3.51
30,F,152.9,57.9,Basketball,84,Medium,12.9,154,6.3,4,8189,2.0,23.7,0.8
61,M,187.2,155.6,Basketball,79,Medium,32.7,122,6.1,5,8317,3.1,28.5,18.11
42,M,165.4,98.2,Basketball,116,Medium,30.3,126,8.3,6,6912,2.6,23.6,10.85
44,F,153.3,69.6,Tennis,29,Medium,4.9,123,6.3,6,8149,2.8,19.1,8.1
36,F,167.8,98.7,Weight Training,45,Low,7.4,115,8.3,10,11656,2.9,25.9,8.41
59,F,162.4,84.4,HIIT,24,Low,6.7,98,6.7,5,10310,2.5,20.5,9.7
63,F,161.8,85.1,Running,101,Low,23.3,106,6.8,7,8912,2.6,26.7,5.0
21,F,165.7,117.4,Tennis,37,High,12.3,164,7.7,1,6604,1.7,28.5,12.68
50,M,165.8,86.9,Walking,107,Low,9.8,119,8.7,7,10473,3.1,23.8,7.16
48,M,157.2,92.7,Tennis,65,Low,12.2,118,6.9,3,4182,2.0,21.8,12.56
34,F,173.8,80.2,Yoga,78,Low,5.2,113,7.3,4,8340,1.6,18.2,7.53
42,F,158.1,79.4,Running,107,Medium,27.7,142,7.3,4,9681,1.6,23.6,6.84
31,M,174.7,109.5,Cycling,35,Medium,10.8,144,7.5,7,7754,1.6,26.3,9.1
25,F,154.2,86.0,Swimming,37,High,8.6,169,6.5,6,9292,1.8,19.3,13.23
57,F,165.6,61.4,Dancing,32,Low,3.0,103,6.6,10,8435,2.9,21.4,0.88
38,F,163.5,65.8,Basketball,63,Medium,11.0,144,7.2,6,10843,2.1,19.2,4.16
45,M,181.6,84.1,Running,119,Medium,32.6,112,7.5,5,9222,2.9,21.4,4.42
44,M,172.0,116.0,Weight Training,105,Low,20.2,109,5.7,3,5011,3.1,24.1,14.0
54,F,155.9,61.3,Cycling,47,Medium,8.1,120,6.4,3,9586,2.0,18.5,5.34
39,F,159.8,66.2,Yoga,43,Low,2.4,123,7.5,3,9990,1.9,18.4,5.73
57,F,168.8,99.7,Cycling,83,Medium,23.4,118,6.4,1,10058,2.4,22.2,11.26
45,M,167.5,111.4,Tennis,24,Low,5.4,109,7.1,10,4382,2.0,27.7,10.48
52,M,172.0,64.3,Swimming,24,Low,3.0,110,7.6,10,12343,3.5,19.9,1.64
63,M,171.2,98.4,Yoga,65,Medium,6.4,124,7.2,4,13098,1.7,25.7,7.96
44,M,178.9,82.1,Tennis,86,Medium,17.1,129,8.1,9,8250,3.3,25.4,0.34
45,M,174.8,124.5,Running,40,Medium,16.2,124,7.0,8,3924,2.2,26.8,13.61
27,F,161.4,67.2,Cycling,80,High,17.7,163,6.3,7,7924,2.3,17.3,6.64
23,F,159.5,79.9,Tennis,94,Low,15.2,115,6.0,9,6848,1.5,18.1,9.86
36,M,185.0,68.1,Weight Training,48,High,7.6,151,7.0,6,7367,2.6,18.4,1.51
50,M,168.6,82.1,Yoga,85,Medium,7.0,132,8.4,9,9979,2.9,27.1,1.69
53,M,177.0,119.3,Swimming,111,High,36.0,138,8.1,5,4189,1.7,23.5,14.8
51,F,156.0,78.9,Yoga,26,Medium,2.0,125,6.7,8,9973,1.7,18.5,11.5
56,F,161.4,86.0,HIIT,32,Medium,11.0,112,6.7,1,11177,3.1,21.0,10.36
20,F,169.4,123.7,Cycling,101,Low,29.4,139,5.5,2,8387,1.8,24.0,16.17
52,M,176.7,113.1,Cycling,24,Medium,7.7,138,7.5,7,8787,3.2,23.4,12.85
57,F,157.2,65.1,Swimming,50,Low,6.3,107,6.1,2,8743,2.2,23.0,2.63
29,M,167.1,121.1,Swimming,88,Medium,24.8,150,7.4,9,9913,2.8,24.1,17.81
42,F,157.8,69.9,Weight Training,88,High,14.3,155,8.0,3,8612,2.7,24.1,2.74
31,F,161.2,76.3,Cycling,66,High,16.6,172,7.9,3,10219,2.9,21.9,6.1
50,M,170.2,81.0,Walking,31,Medium,3.2,125,6.3,10,9368,2.4,25.3,2.57
24,M,155.0,54.1,Basketball,34,Medium,4.9,153,6.9,3,9221,2.3,20.8,1.67
33,M,173.8,84.2,Tennis,81,Low,13.8,126,7.6,5,9292,3.2,23.0,4.67
40,F,166.4,108.3,Tennis,106,Medium,27.9,143,4.5,10,9935,1.6,21.4,15.67
54,M,172.3,81.8,Weight Training,98,Low,13.3,107,7.2,1,9257,1.9,27.1,0.51
60,F,163.2,55.6,Tennis,86,Medium,11.6,123,6.5,5,10132,3.3,16.9,3.44
25,F,162.7,70.8,Tennis,31,High,6.2,150,8.0,5,4424,1.6,19.7,5.92
57,F,153.7,108.3,Dancing,112,Low,18.5,106,7.7,4,7713,3.4,21.5,17.94
54,M,168.5,116.0,Dancing,88,High,21.8,140,5.5,7,7793,3.1,25.3,14.14
31,M,177.3,93.1,Cycling,29,Low,6.4,126,8.5,2,7272,3.1,23.1,6.21
21,F,168.6,106.5,HIIT,74,High,36.7,176,6.1,3,7661,2.2,19.2,16.52
63,M,175.6,117.8,Weight Training,120,Low,23.5,96,7.8,2,8587,1.7,24.1,13.97
34,M,170.7,116.8,Yoga,111,High,15.1,154,7.5,1,7871,3.5,24.0,14.77
39,M,181.3,98.8,Yoga,108,Low,8.9,125,8.4,9,10837,2.0,29.3,0.79
43,F,159.1,56.0,HIIT,91,Medium,20.3,137,6.6,10,9818,2.9,20.1,2.03
59,M,179.3,106.7,Swimming,95,Medium,23.6,130,8.3,2,13063,2.9,26.8,6.95
47,M,173.7,119.9,Dancing,44,High,11.3,168,8.2,10,9366,3.3,21.9,17.9
34,M,177.4,88.2,Walking,63,Medium,7.0,143,6.3,1,8952,1.6,23.5,4.72
62,F,152.3,78.9,Dancing,46,Medium,6.6,131,6.6,9,10757,3.1,22.3,8.8
57,F,167.0,100.3,Dancing,86,Medium,15.8,112,5.2,9,9339,2.0,25.1,9.49
58,F,160.4,103.6,Weight Training,111,Low,19.1,99,5.7,4,4221,1.9,23.7,13.33
60,M,174.6,112.8,Basketball,49,Medium,14.7,114,8.0,7,10141,3.3,30.6,6.76
40,F,164.5,110.3,Basketball,46,Low,11.2,118,4.0,10,8270,2.3,20.5,18.4
31,F,162.0,111.2,Walking,32,Medium,4.5,145,7.5,7,6755,2.3,24.1,14.34
52,F,161.9,46.6,HIIT,96,Medium,17.8,118,6.1,4,7457,2.3,17.2,0.53
22,M,183.7,131.3,Cycling,59,Low,18.3,128,6.7,4,10766,3.1,32.2,7.64
57,F,165.4,103.1,Cycling,30,Low,7.3,107,5.1,3,11553,2.7,28.6,8.01
53,F,151.4,95.1,Swimming,76,Medium,16.8,133,5.4,7,6208,2.2,19.6,15.28
59,F,147.9,64.9,Swimming,74,High,13.0,133,6.3,5,8403,2.7,20.6,6.34
62,F,157.5,73.5,Walking,57,Low,4.4,114,6.8,5,9447,3.2,22.1,6.18
51,F,165.5,109.8,Weight Training,94,Medium,20.6,140,6.5,9,11147,2.2,28.7,9.59
20,M,165.5,72.1,Walking,70,High,7.4,166,7.3,1,9444,3.3,24.2,1.84
27,M,163.1,121.3,Swimming,50,Medium,14.1,143,6.2,4,10249,1.9,23.1,18.8
45,F,173.2,107.0,Walking,27,Medium,3.6,133,6.4,5,8903,1.8,22.4,12.84
56,M,176.4,110.8,Dancing,21,Medium,4.3,115,7.0,7,12643,2.2,25.6,9.36
47,M,175.2,129.9,Dancing,90,Medium,21.4,126,7.9,10,9228,3.3,31.6,10.58
49,F,155.8,75.8,Basketball,90,Medium,18.1,127,7.8,3,12048,2.6,23.8,5.92
18,M,168.2,76.0,Tennis,88,Medium,16.2,149,7.1,4,11470,1.8,21.1,5.05
61,F,160.9,72.6,Cycling,56,High,13.4,129,4.0,4,9831,2.8,23.1,4.1
54,M,177.2,96.8,Basketball,103,Medium,26.5,129,7.2,4,9220,2.6,27.9,3.38
52,Other,161.8,102.2,Cycling,114,Medium,32.9,132,6.0,3,8557,2.1,17.9,18.23
34,M,180.8,132.2,Running,24,Medium,10.3,144,6.4,8,6441,1.9,24.2,17.04
33,M,168.8,93.1,Basketball,105,Medium,26.0,144,7.7,2,8456,2.6,17.6,13.94
32,M,166.5,125.4,Walking,84,High,15.5,137,6.7,2,7534,2.3,23.4,18.49
26,F,156.2,112.3,Tennis,37,Medium,10.1,162,8.0,1,7860,3.0,25.9,15.32
18,M,180.4,74.2,Dancing,21,Low,2.4,141,5.4,7,6781,2.4,22.7,0.02
25,F,160.7,67.0,Cycling,65,Medium,12.3,147,8.5,9,11488,3.0,19.4,4.88
20,M,155.2,118.9,Swimming,44,High,14.2,167,5.8,2,7596,3.0,26.5,17.57
61,F,166.9,104.4,Yoga,80,Low,6.9,106,5.8,5,10421,3.5,23.3,12.2
42,F,165.5,119.9,Dancing,106,Medium,23.3,118,6.5,9,5937,2.5,24.8,17.18
35,M,171.4,107.2,Dancing,30,High,6.9,143,6.9,1,11486,1.5,27.1,8.62
25,M,166.0,115.2,Walking,96,Medium,14.0,145,6.2,10,8644,2.3,27.9,12.64
59,M,182.2,139.9,Yoga,79,High,12.9,130,8.1,1,7326,2.1,28.7,14.88
44,Other,178.4,102.0,Weight Training,67,Medium,13.6,131,6.8,5,12846,2.6,30.4,1.58
26,M,167.5,80.1,Weight Training,26,Medium,4.1,157,7.4,4,7579,2.3,26.7,1.46
29,M,176.4,120.1,Swimming,80,Medium,22.4,144,7.7,1,8460,1.9,23.9,14.49
46,F,173.2,115.9,Tennis,97,High,31.8,149,7.4,7,7613,3.0,30.5,7.29
27,F,151.2,86.8,Cycling,74,Medium,18.2,145,5.9,9,6911,2.2,19.7,13.41
28,F,153.8,78.6,Dancing,71,Medium,10.2,134,8.6,5,7533,2.6,19.0,11.42
42,M,174.2,80.4,Swimming,51,Medium,9.5,136,5.5,1,7018,1.5,21.7,4.7
43,F,169.9,117.8,Tennis,96,Low,22.9,111,7.7,6,8929,3.4,22.0,17.25
25,F,175.4,91.7,Running,64,Medium,19.1,146,7.8,2,8110,3.4,21.9,7.69
64,F,153.9,108.0,Walking,27,Low,3.1,99,7.1,1,9642,1.8,26.8,14.44
29,F,157.5,63.6,Swimming,69,Low,8.5,126,7.2,5,7823,2.0,23.8,1.4
50,M,177.1,76.3,HIIT,87,Medium,26.5,123,6.9,5,9474,3.0,23.7,0.9
63,F,161.9,94.1,Cycling,63,Medium,16.7,119,6.6,6,5390,1.7,22.7,10.61
33,M,176.0,101.6,Weight Training,117,Medium,23.7,138,7.2,6,7408,1.7,24.8,8.77
37,M,185.2,85.5,Walking,107,Low,9.6,111,5.3,4,8938,3.1,23.1,2.0
45,M,174.8,100.3,Basketball,110,Medium,29.3,139,6.1,5,11953,3.5,26.8,5.7
28,M,173.3,137.4,HIIT,39,Medium,21.4,144,6.7,4,5873,2.3,27.1,17.76
39,F,180.0,100.3,HIIT,89,Medium,35.6,135,7.2,6,11241,2.0,23.7,7.69
39,F,162.1,81.1,HIIT,38,Medium,12.3,140,8.3,1,10797,2.5,18.2,10.57
63,F,169.0,91.4,Running,102,Medium,30.4,115,7.4,2,7003,1.8,20.8,9.61
29,F,164.3,102.3,Running,107,Low,29.7,128,6.4,3,6030,3.3,16.7,17.66
44,F,166.3,85.4,Weight Training,31,High,6.2,149,5.1,8,10400,3.3,20.9,8.37
44,F,162.6,112.8,Swimming,73,High,22.4,145,7.1,1,6687,3.1,24.3,16.61
19,M,175.9,99.1,Tennis,45,Medium,10.8,155,8.1,6,8696,2.3,24.3,7.35
49,M,177.6,79.3,Yoga,29,Medium,2.3,126,8.5,3,13534,3.0,20.4,4.58
49,M,175.9,91.3,Tennis,38,Medium,8.4,132,7.2,10,9231,2.0,27.3,2.18
38,M,178.7,82.2,HIIT,21,Medium,6.9,146,6.4,6,7848,3.0,21.8,4.48
